6,9,16,black
31,30,49,black
30,26,51,black
66,49,81,black
40,28,29,black
22,34,23,black
24,35,22,black
9,37,58,black
14,23,48,black
24,38,64,black
50,49,39,black
5,5,13,black
39,40,33,black
6,19,34,black
38,22,55,black
2,13,32,black
43,1,66,black
27,10,35,black
25,25,54,black
28,30,57,black
0,0,0,black
1,1,1,black
2,2,2,black
3,3,3,black
4,4,4,black
5,5,5,black
6,6,6,black
7,7,7,black
8,8,8,black
9,9,9,black
105,124,214,blue
50,73,171,blue
110,96,204,blue
89,14,191,blue
68,205,249,blue
43,59,201,blue
8,27,198,blue
22,236,214,blue
67,118,160,blue
28,115,202,blue
5,91,179,blue
39,180,217,blue
44,111,120,blue
12,43,46,blue
82,135,138,blue
67,178,227,blue
45,9,107,blue
119,121,186,blue
43,142,144,blue
59,181,248,blue
62,194,243,blue
68,11,230,blue
28,48,96,blue
45,101,115,blue
18,11,144,blue
65,137,194,blue
125,216,249,blue
14,4,243,blue
87,68,246,blue
108,158,192,blue
222,148,154,red
185,4,76,red
253,8,81,red
218,29,37,red
228,64,88,red
199,38,26,red
205,82,83,red
233,71,87,red
218,115,114,red
194,78,113,red
223,36,62,red
164,13,82,red
161,4,13,red
236,63,69,red
182,51,91,red
188,90,124,red
204,30,107,red
181,38,88,red
213,28,59,red
180,41,65,red
196,45,74,red
197,6,75,red
236,64,81,red
252,61,95,red
147,3,30,red
246,115,115,red
142,69,94,red
220,66,52,red
140,53,75,red
192,28,2,red
191,205,98,green
113,206,41,green
159,246,224,green
79,90,5,green
125,248,226,green
77,211,119,green
87,176,74,green
148,232,0,green
122,232,125,green
12,249,121,green
114,247,58,green
162,215,94,green
163,253,92,green
114,187,18,green
147,221,41,green
60,226,61,green
156,144,45,green
63,205,153,green
20,89,24,green
65,125,123,green
20,222,197,green
128,196,105,green
189,248,77,green
201,233,157,green
87,148,42,green
176,231,77,green
66,227,191,green
62,81,3,green
43,229,122,green
25,194,80,green
200,199,178,grey
204,201,167,grey
130,142,103,grey
173,170,217,grey
106,127,121,grey
137,124,112,grey
148,139,144,grey
190,201,202,grey
185,159,178,grey
119,102,89,grey
73,104,91,grey
210,187,194,grey
136,134,159,grey
179,224,212,grey
182,166,200,grey
164,161,194,grey
51,69,59,grey
172,175,174,grey
201,217,211,grey
183,185,154,grey
194,184,185,grey
144,173,198,grey
166,195,189,grey
154,156,161,grey
143,127,181,grey
50,56,70,grey
46,70,95,grey
159,134,133,grey
145,164,180,grey
89,91,88,grey
109,12,118,violet
158,169,224,violet
188,184,254,violet
74,10,116,violet
187,14,240,violet
154,10,106,violet
163,91,168,violet
151,141,236,violet
117,21,167,violet
128,99,211,violet
133,70,121,violet
93,80,140,violet
105,1,81,violet
153,53,156,violet
100,76,187,violet
183,4,229,violet
108,39,243,violet
153,58,144,violet
178,9,225,violet
155,6,189,violet
57,8,53,violet
167,103,239,violet
184,79,189,violet
152,110,143,violet
222,220,238,violet
134,3,207,violet
124,30,141,violet
129,58,138,violet
177,89,149,violet
172,93,250,violet
233,250,172,yellow
228,199,6,yellow
211,249,159,yellow
242,245,142,yellow
188,150,40,yellow
218,199,156,yellow
230,158,40,yellow
216,175,36,yellow
179,187,24,yellow
248,225,0,yellow
193,247,131,yellow
205,177,44,yellow
235,197,125,yellow
174,169,90,yellow
234,223,24,yellow
183,222,82,yellow
199,204,125,yellow
241,200,68,yellow
242,220,100,yellow
235,194,123,yellow
225,204,87,yellow
246,253,105,yellow
194,234,19,yellow
236,205,112,yellow
219,212,122,yellow
209,241,150,yellow
246,207,72,yellow
224,218,28,yellow
181,214,98,yellow
204,206,32,yellow
195,131,62,orange
247,149,72,orange
180,91,4,orange
224,140,107,orange
225,134,115,orange
230,53,20,orange
241,104,22,orange
181,117,68,orange
224,171,142,orange
235,117,77,orange
236,79,57,orange
165,101,1,orange
216,142,68,orange
233,143,66,orange
246,199,182,orange
252,52,27,orange
231,94,42,orange
217,185,164,orange
238,139,22,orange
211,112,18,orange
228,147,54,orange
228,168,110,orange
240,160,11,orange
240,111,32,orange
230,131,64,orange
229,177,123,orange
229,146,122,orange
202,85,12,orange
254,98,51,orange
194,84,20,orange
190,134,46,brown
137,72,21,brown
129,109,27,brown
162,59,15,brown
170,122,66,brown
150,76,43,brown
219,179,162,brown
105,4,50,brown
120,57,31,brown
202,168,121,brown
160,137,73,brown
91,30,24,brown
55,1,2,brown
127,53,69,brown
114,24,32,brown
174,131,123,brown
147,118,80,brown
150,55,36,brown
86,76,42,brown
127,86,106,brown
109,48,57,brown
145,118,113,brown
141,30,45,brown
60,36,32,brown
151,87,106,brown
163,54,21,brown
77,46,12,brown
157,136,65,brown
140,53,72,brown
195,90,69,brown
252,241,233,white
232,240,212,white
216,223,207,white
219,203,190,white
229,221,219,white
231,222,213,white
204,215,214,white
234,204,197,white
240,218,210,white
240,236,221,white
248,225,249,white
242,233,212,white
230,217,198,white
240,240,240,white
241,241,241,white
242,242,242,white
243,243,243,white
244,244,244,white
245,245,245,white
246,246,246,white
247,247,247,white
248,248,248,white
249,249,249,white
250,250,250,white
251,251,251,white
252,252,252,white
253,253,253,white
254,254,254,white
255,255,255,white
239,239,239,white
